statename,state,Year,Month,pop,laborforce_participation,Employed_prct,unemp_rate
New Hampshire,NH,1976,10,608000,66.4,62.3,6.3
New Jersey,NJ,1976,10,5398000,61.7,55.2,10.6
New Mexico,NM,1976,10,818000,59.9,54.6,8.9
New York,NY,1976,10,13234000,58.1,52.2,10.2
North Carolina,NC,1976,10,3963000,66.1,62,6.2
North Dakota,ND,1976,10,449000,62.7,60.2,4
Ohio,OH,1976,10,7752000,61.4,56.7,7.5
Oklahoma,OK,1976,10,2034000,58.7,55.5,5.5
Oregon,OR,1976,10,1756000,63.2,57.4,9.2
Pennsylvania,PA,1976,10,8828000,58.3,53.7,7.8
Rhode Island,RI,1976,10,699000,62.8,57.5,8.4
South Carolina,SC,1976,10,2023000,64.3,59.8,7
South Dakota,SD,1976,10,483000,64.5,62.3,3.4
Tennessee,TN,1976,10,3135000,60.4,56.6,6.2
Texas,TX,1976,10,9044000,64,60.4,5.6
Utah,UT,1976,10,845000,63.4,59.9,5.4
Vermont,VT,1976,10,345000,63.5,58.4,7.9
Virginia,VA,1976,10,3605000,65.2,61.4,5.8
Washington,WA,1976,10,2657000,62.4,56.8,9.1
West Virginia,WV,1976,10,1376000,50.3,47,6.6
Wisconsin,WI,1976,10,3281000,65.8,62.3,5.4
Wyoming,WY,1976,10,279000,65.9,63.4,3.8
Alabama,AL,1976,11,2654000,57.2,53.1,7.2
Alaska,AK,1976,11,244000,68.9,63.1,8.4
Arizona,AZ,1976,11,1678000,60,54.4,9.3
Arkansas,AR,1976,11,1558000,58.1,54.3,6.6
California,CA,1976,11,15991000,62.9,57,9.4
Colorado,CO,1976,11,1881000,67.1,62.9,6.3
Connecticut,CT,1976,11,2270000,64.6,59.1,8.5
Delaware,DE,1976,11,424000,63.1,57,9.8
D.C.,DC,1976,11,515000,64.2,58.3,9.2
Florida,FL,1976,11,6584000,54.9,49.9,9
Georgia,GA,1976,11,3590000,64.2,58.9,8.2
Hawaii,HI,1976,11,599000,68.6,62.8,8.5
Idaho,ID,1976,11,597000,64,60.4,5.7
Illinois,IL,1976,11,8218000,62.8,58.8,6.5
Indiana,IN,1976,11,3833000,63.9,60.2,5.8
Iowa,IA,1976,11,2093000,64.8,62.3,3.9
Kansas,KS,1976,11,1658000,65.4,62.7,4.2
Kentucky,KY,1976,11,2507000,59.9,56.8,5.1
Louisiana,LA,1976,11,2734000,56.3,52.4,7
Maine,ME,1976,11,780000,61.4,56,8.8
Maryland,MD,1976,11,2997000,64.5,60.1,6.8
Massachusetts,MA,1976,11,4227000,64.6,58.9,8.8
Michigan,MI,1976,11,6485000,62.2,56.6,9
Minnesota,MN,1976,11,2831000,66.4,62.5,5.9
Mississippi,MS,1976,11,1670000,58.6,54.7,6.7
Missouri,MO,1976,11,3505000,61.6,57.6,6.6
Montana,MT,1976,11,542000,62.1,58.3,6
Nebraska,NE,1976,11,1106000,65.7,63.6,3.2
Nevada,NV,1976,11,474000,71,64.8,8.7
New Hampshire,NH,1976,11,610000,66.5,62.3,6.3
New Jersey,NJ,1976,11,5403000,61.8,55.2,10.7
New Mexico,NM,1976,11,820000,60.2,54.8,8.9
New York,NY,1976,11,13235000,58,52.1,10.2
North Carolina,NC,1976,11,3971000,66,61.8,6.3
North Dakota,ND,1976,11,449000,62.8,60.3,4.1
Ohio,OH,1976,11,7759000,61.4,56.8,7.6
Oklahoma,OK,1976,11,2038000,58.7,55.6,5.4
Oregon,OR,1976,11,1761000,63.4,57.5,9.3
Pennsylvania,PA,1976,11,8835000,58.3,53.7,7.9
Rhode Island,RI,1976,11,7.00E+05,62.9,57.5,8.5
South Carolina,SC,1976,11,2027000,64.3,59.8,7.1
South Dakota,SD,1976,11,483000,64.7,62.4,3.5
Tennessee,TN,1976,11,3142000,60.5,56.6,6.4
Texas,TX,1976,11,9067000,64,60.4,5.7
Utah,UT,1976,11,847000,63.4,60,5.4
Vermont,VT,1976,11,346000,63.5,58.5,7.8
Virginia,VA,1976,11,3612000,65.2,61.4,5.8
Washington,WA,1976,11,2664000,62.6,56.9,9.2
West Virginia,WV,1976,11,1378000,50.4,47.1,6.6
Wisconsin,WI,1976,11,3286000,65.8,62.2,5.4
Wyoming,WY,1976,11,280000,66.1,63.6,3.8
Alabama,AL,1976,12,2659000,57.4,53.2,7.3
Alaska,AK,1976,12,245000,68.8,62.9,8.6
Arizona,AZ,1976,12,1684000,60,54.5,9.3
Arkansas,AR,1976,12,1561000,58.2,54.4,6.6
California,CA,1976,12,16029000,63,57.1,9.3
Colorado,CO,1976,12,1887000,67.2,62.9,6.4
Connecticut,CT,1976,12,2272000,64.6,59.2,8.3
Delaware,DE,1976,12,424000,63.4,57.2,9.8
D.C.,DC,1976,12,515000,64.1,58.2,9.2
Florida,FL,1976,12,6602000,54.8,49.8,9
Georgia,GA,1976,12,3597000,64.2,59,8.2
Hawaii,HI,1976,12,6.00E+05,68.7,62.9,8.4
Idaho,ID,1976,12,599000,64.1,60.5,5.7
Illinois,IL,1976,12,8226000,62.8,58.9,6.3
Indiana,IN,1976,12,3837000,63.8,60.1,5.9
Iowa,IA,1976,12,2095000,64.9,62.4,3.9
Kansas,KS,1976,12,1660000,65.5,62.8,4.2
Kentucky,KY,1976,12,2511000,60,56.9,5.1
Louisiana,LA,1976,12,2740000,56.3,52.4,7
Maine,ME,1976,12,781000,61.4,56,8.9
Maryland,MD,1976,12,3002000,64.6,60.2,6.8
Massachusetts,MA,1976,12,4231000,64.6,59,8.7
Michigan,MI,1976,12,6493000,62.2,56.6,9
Minnesota,MN,1976,12,2835000,66.5,62.6,5.9
Mississippi,MS,1976,12,1673000,58.6,54.6,6.9
Missouri,MO,1976,12,3509000,61.7,57.6,6.6
Montana,MT,1976,12,543000,62.3,58.5,6
Nebraska,NE,1976,12,1107000,65.9,63.8,3.2
Nevada,NV,1976,12,476000,71.1,65,8.6
New Hampshire,NH,1976,12,612000,66.6,62.4,6.3
New Jersey,NJ,1976,12,5407000,61.9,55.3,10.7
New Mexico,NM,1976,12,823000,60.3,55,8.9
New York,NY,1976,12,13237000,57.9,52.1,10.1
North Carolina,NC,1976,12,3978000,65.9,61.7,6.4
North Dakota,ND,1976,12,450000,62.8,60.2,4.2
Ohio,OH,1976,12,7766000,61.5,56.8,7.6
Oklahoma,OK,1976,12,2041000,58.9,55.7,5.4
Oregon,OR,1976,12,1766000,63.6,57.7,9.2
Pennsylvania,PA,1976,12,8841000,58.4,53.7,8
Rhode Island,RI,1976,12,701000,63,57.6,8.6
South Carolina,SC,1976,12,2032000,64.3,59.7,7.2
South Dakota,SD,1976,12,484000,64.7,62.4,3.5
Tennessee,TN,1976,12,3148000,60.5,56.6,6.5
Texas,TX,1976,12,9091000,64,60.4,5.7
Utah,UT,1976,12,850000,63.4,59.9,5.4
Vermont,VT,1976,12,347000,63.6,58.6,7.8
Virginia,VA,1976,12,3620000,65.2,61.4,5.8
Washington,WA,1976,12,2671000,62.7,56.9,9.2
West Virginia,WV,1976,12,1381000,50.6,47.2,6.7
Wisconsin,WI,1976,12,3290000,65.8,62.2,5.4
Wyoming,WY,1976,12,281000,66.3,63.8,3.8
Alabama,AL,1977,1,2663000,57.6,53.3,7.5
Alaska,AK,1977,1,245000,69.1,62.9,8.9
Arizona,AZ,1977,1,1690000,60.1,54.6,9.2
Arkansas,AR,1977,1,1565000,58.3,54.5,6.6
California,CA,1977,1,16066000,63.1,57.3,9.2
Colorado,CO,1977,1,1892000,67.4,63,6.5
Connecticut,CT,1977,1,2274000,64.6,59.4,8.1
Delaware,DE,1977,1,425000,63.5,57.4,9.7
D.C.,DC,1977,1,515000,64.1,58.2,9.2
Florida,FL,1977,1,6619000,54.8,49.8,9.1
Georgia,GA,1977,1,3605000,64.2,59,8.1
Hawaii,HI,1977,1,601000,68.8,63.1,8.3
Idaho,ID,1977,1,601000,64.2,60.5,5.8
Illinois,IL,1977,1,8235000,62.9,59,6.2
Indiana,IN,1977,1,3842000,63.8,60.1,5.8
Iowa,IA,1977,1,2098000,65.1,62.5,3.9
Kansas,KS,1977,1,1662000,65.6,62.9,4.2
Kentucky,KY,1977,1,2516000,60.1,57.1,5.1
Louisiana,LA,1977,1,2745000,56.4,52.5,7
Maine,ME,1977,1,782000,61.5,56,9
Maryland,MD,1977,1,3006000,64.7,60.3,6.8
Massachusetts,MA,1977,1,4234000,64.6,59.1,8.6
Michigan,MI,1977,1,6501000,62.2,56.7,8.9
Minnesota,MN,1977,1,2839000,66.6,62.7,5.9
Mississippi,MS,1977,1,1676000,58.6,54.5,7
Missouri,MO,1977,1,3513000,61.7,57.7,6.5
Montana,MT,1977,1,544000,62.5,58.7,6.1
Nebraska,NE,1977,1,1108000,66,63.9,3.2
Nevada,NV,1977,1,478000,71.2,65.2,8.4
New Hampshire,NH,1977,1,614000,66.7,62.5,6.3
New Jersey,NJ,1977,1,5411000,62.1,55.5,10.7
New Mexico,NM,1977,1,825000,60.6,55.3,8.8
New York,NY,1977,1,13238000,58,52.2,10
North Carolina,NC,1977,1,3986000,65.9,61.7,6.3
North Dakota,ND,1977,1,450000,63,60.3,4.3
Ohio,OH,1977,1,7773000,61.6,57,7.6
Oklahoma,OK,1977,1,2045000,59,55.9,5.4
Oregon,OR,1977,1,1772000,63.7,57.9,9.1
Pennsylvania,PA,1977,1,8847000,58.5,53.8,8
Rhode Island,RI,1977,1,701000,63.1,57.7,8.6
South Carolina,SC,1977,1,2036000,64.4,59.7,7.3
South Dakota,SD,1977,1,484000,64.9,62.6,3.6
Tennessee,TN,1977,1,3154000,60.6,56.6,6.6
Texas,TX,1977,1,9114000,64.1,60.5,5.7
Utah,UT,1977,1,852000,63.4,60,5.4
Vermont,VT,1977,1,348000,63.7,58.8,7.7
Virginia,VA,1977,1,3627000,65.3,61.5,5.8
Washington,WA,1977,1,2678000,62.6,56.8,9.3
West Virginia,WV,1977,1,1383000,50.8,47.3,6.8
Wisconsin,WI,1977,1,3295000,65.8,62.2,5.4
Wyoming,WY,1977,1,282000,66.5,64,3.8
Alabama,AL,1977,2,2668000,57.9,53.4,7.7
Alaska,AK,1977,2,246000,69.1,62.8,9.2
Arizona,AZ,1977,2,1697000,60.2,54.7,9
Arkansas,AR,1977,2,1568000,58.4,54.6,6.6
California,CA,1977,2,16104000,63.2,57.5,9.1
Colorado,CO,1977,2,1898000,67.4,63,6.6
Connecticut,CT,1977,2,2276000,64.7,59.6,7.9
Delaware,DE,1977,2,426000,63.6,57.6,9.5
D.C.,DC,1977,2,514000,64.3,58.4,9.2
Florida,FL,1977,2,6637000,54.9,49.9,9
Georgia,GA,1977,2,3613000,64.1,59.1,7.9
Hawaii,HI,1977,2,603000,68.8,63.1,8.2
Idaho,ID,1977,2,603000,64.3,60.6,5.8
Illinois,IL,1977,2,8244000,63.1,59.3,6.1
Indiana,IN,1977,2,3847000,63.8,60.1,5.8
Iowa,IA,1977,2,2100000,65.2,62.6,3.9
Kansas,KS,1977,2,1664000,65.8,63,4.2
Kentucky,KY,1977,2,2520000,60.3,57.3,5
Louisiana,LA,1977,2,2751000,56.6,52.6,7
Maine,ME,1977,2,784000,61.4,55.9,8.9
Maryland,MD,1977,2,3011000,64.8,60.4,6.8
Massachusetts,MA,1977,2,4238000,64.7,59.2,8.5
Michigan,MI,1977,2,6508000,62.3,56.9,8.8
Minnesota,MN,1977,2,2844000,66.7,62.9,5.8
Mississippi,MS,1977,2,1678000,58.7,54.5,7.1
Missouri,MO,1977,2,3517000,61.9,58,6.4
Montana,MT,1977,2,545000,62.7,58.9,6.1
Nebraska,NE,1977,2,1110000,66.1,64,3.2
Nevada,NV,1977,2,481000,71.2,65.4,8.2
New Hampshire,NH,1977,2,617000,66.7,62.5,6.2
New Jersey,NJ,1977,2,5416000,62.2,55.6,10.5
New Mexico,NM,1977,2,828000,60.7,55.5,8.6
New York,NY,1977,2,13239000,58.1,52.3,9.9
North Carolina,NC,1977,2,3994000,65.9,61.8,6.3
North Dakota,ND,1977,2,451000,63,60.2,4.4
Ohio,OH,1977,2,7781000,61.7,57.1,7.4
Oklahoma,OK,1977,2,2049000,59.2,56,5.4
Oregon,OR,1977,2,1777000,63.8,58.1,8.9
Pennsylvania,PA,1977,2,8853000,58.5,53.8,8
Rhode Island,RI,1977,2,702000,63.1,57.8,8.5
South Carolina,SC,1977,2,2041000,64.4,59.7,7.3
South Dakota,SD,1977,2,485000,64.9,62.6,3.6
Tennessee,TN,1977,2,3161000,60.7,56.7,6.6
Texas,TX,1977,2,9137000,64.2,60.6,5.6
Utah,UT,1977,2,855000,63.4,59.9,5.4
Vermont,VT,1977,2,348000,64,59.1,7.7
Virginia,VA,1977,2,3634000,65.4,61.6,5.8
Washington,WA,1977,2,2685000,62.5,56.7,9.3
West Virginia,WV,1977,2,1385000,51,47.5,6.9
Wisconsin,WI,1977,2,3300000,65.8,62.3,5.4
Wyoming,WY,1977,2,284000,66.5,64,3.8
Alabama,AL,1977,3,2673000,58.1,53.6,7.8
Alaska,AK,1977,3,246000,69.5,62.9,9.4
Arizona,AZ,1977,3,1703000,60.3,54.9,8.8
Arkansas,AR,1977,3,1571000,58.5,54.7,6.6
California,CA,1977,3,16142000,63.4,57.7,8.9
Colorado,CO,1977,3,1904000,67.4,62.9,6.7
Connecticut,CT,1977,3,2278000,64.8,59.8,7.6
Delaware,DE,1977,3,426000,63.9,57.9,9.3
D.C.,DC,1977,3,514000,64.3,58.4,9.2
Florida,FL,1977,3,6655000,54.9,50,8.9
Georgia,GA,1977,3,3620000,64.1,59.2,7.6
Hawaii,HI,1977,3,604000,68.9,63.3,8.1
Idaho,ID,1977,3,605000,64.4,60.6,5.8
Illinois,IL,1977,3,8252000,63.3,59.5,6
Indiana,IN,1977,3,3851000,63.9,60.2,5.8
Iowa,IA,1977,3,2102000,65.3,62.7,3.9
Kansas,KS,1977,3,1666000,65.9,63.2,4.1
Kentucky,KY,1977,3,2524000,60.5,57.5,5
Louisiana,LA,1977,3,2757000,56.8,52.9,6.9
Maine,ME,1977,3,785000,61.4,55.9,8.9
Maryland,MD,1977,3,3015000,64.9,60.6,6.6
Massachusetts,MA,1977,3,4242000,64.8,59.4,8.3
Michigan,MI,1977,3,6516000,62.4,57,8.6
Minnesota,MN,1977,3,2848000,66.8,63,5.7
Mississippi,MS,1977,3,1681000,58.8,54.5,7.3
Missouri,MO,1977,3,3521000,62.1,58.2,6.2
Montana,MT,1977,3,546000,62.8,59,6.1
Nebraska,NE,1977,3,1111000,66.2,64,3.3
Nevada,NV,1977,3,483000,71.4,65.8,7.9
New Hampshire,NH,1977,3,619000,66.7,62.6,6.1
New Jersey,NJ,1977,3,5420000,62.3,55.9,10.3
New Mexico,NM,1977,3,830000,60.9,55.8,8.4
New York,NY,1977,3,13241000,58.1,52.5,9.7
North Carolina,NC,1977,3,4001000,66.1,62,6.2
North Dakota,ND,1977,3,452000,63,60.2,4.5
Ohio,OH,1977,3,7788000,61.7,57.3,7.2
Oklahoma,OK,1977,3,2052000,59.5,56.3,5.4
Oregon,OR,1977,3,1782000,63.9,58.4,8.6
Pennsylvania,PA,1977,3,8859000,58.6,53.9,7.9
Rhode Island,RI,1977,3,703000,63.1,57.8,8.4
South Carolina,SC,1977,3,2045000,64.5,59.8,7.3
South Dakota,SD,1977,3,485000,65,62.7,3.5
Tennessee,TN,1977,3,3167000,60.8,56.8,6.6
Texas,TX,1977,3,9161000,64.2,60.7,5.5
Utah,UT,1977,3,857000,63.4,59.9,5.4
Vermont,VT,1977,3,349000,64.1,59.3,7.5
Virginia,VA,1977,3,3642000,65.5,61.7,5.7
Washington,WA,1977,3,2692000,62.4,56.6,9.2
West Virginia,WV,1977,3,1388000,51,47.5,7
Wisconsin,WI,1977,3,3304000,65.9,62.4,5.3
Wyoming,WY,1977,3,285000,66.7,64.2,3.7
Alabama,AL,1977,4,2677000,58.4,53.8,7.9
Alaska,AK,1977,4,247000,69.5,62.8,9.6
Arizona,AZ,1977,4,1710000,60.3,55.1,8.6
Arkansas,AR,1977,4,1574000,58.6,54.8,6.5
California,CA,1977,4,16179000,63.5,58,8.7
Colorado,CO,1977,4,1909000,67.4,62.9,6.7
Connecticut,CT,1977,4,2280000,64.8,60,7.4
Delaware,DE,1977,4,427000,63.9,58.2,9
D.C.,DC,1977,4,513000,64.4,58.5,9.3
Florida,FL,1977,4,6672000,55.1,50.2,8.8
Georgia,GA,1977,4,3628000,64,59.3,7.3
Hawaii,HI,1977,4,606000,68.7,63.3,7.9
Idaho,ID,1977,4,606000,64.6,60.8,5.8
Illinois,IL,1977,4,8261000,63.5,59.7,6
Indiana,IN,1977,4,3856000,64,60.4,5.8
Iowa,IA,1977,4,2104000,65.4,62.8,3.9
Kansas,KS,1977,4,1668000,66,63.3,4.1
Kentucky,KY,1977,4,2528000,60.5,57.6,4.9
Louisiana,LA,1977,4,2762000,57.1,53.2,6.8
Maine,ME,1977,4,787000,61.2,55.9,8.7
Maryland,MD,1977,4,3020000,64.9,60.7,6.4
Massachusetts,MA,1977,4,4245000,64.9,59.6,8.2
Michigan,MI,1977,4,6524000,62.5,57.2,8.4
Minnesota,MN,1977,4,2852000,66.9,63.2,5.6
Mississippi,MS,1977,4,1684000,58.8,54.5,7.3
Missouri,MO,1977,4,3525000,62.4,58.5,6.2
Montana,MT,1977,4,547000,63,59.1,6.2
Nebraska,NE,1977,4,1112000,66.3,64.1,3.3
Nevada,NV,1977,4,486000,71.3,65.9,7.5
New Hampshire,NH,1977,4,621000,66.8,62.8,6
New Jersey,NJ,1977,4,5425000,62.3,56.1,10
New Mexico,NM,1977,4,833000,61,56,8.2
New York,NY,1977,4,13242000,58.2,52.7,9.5
North Carolina,NC,1977,4,4009000,66.3,62.3,6.1
North Dakota,ND,1977,4,452000,63.2,60.3,4.5
Ohio,OH,1977,4,7795000,61.7,57.5,6.9
Oklahoma,OK,1977,4,2056000,59.6,56.4,5.3
Oregon,OR,1977,4,1787000,64,58.8,8.2
Pennsylvania,PA,1977,4,8865000,58.6,54,7.8
Rhode Island,RI,1977,4,704000,63.1,57.9,8.3
South Carolina,SC,1977,4,2050000,64.5,59.8,7.2
South Dakota,SD,1977,4,486000,65,62.8,3.5
Tennessee,TN,1977,4,3174000,60.9,56.9,6.5
Texas,TX,1977,4,9184000,64.3,60.8,5.4
Utah,UT,1977,4,860000,63.2,59.8,5.4
Vermont,VT,1977,4,350000,64.2,59.5,7.4
Virginia,VA,1977,4,3649000,65.5,61.9,5.6
Washington,WA,1977,4,2699000,62.3,56.6,9.1
West Virginia,WV,1977,4,1390000,51,47.5,6.9
Wisconsin,WI,1977,4,3309000,65.9,62.4,5.2
Wyoming,WY,1977,4,286000,66.9,64.5,3.6
Alabama,AL,1977,5,2682000,58.5,53.9,7.8
Alaska,AK,1977,5,247000,69.6,62.8,9.8
Arizona,AZ,1977,5,1716000,60.5,55.4,8.5
Arkansas,AR,1977,5,1578000,58.7,54.9,6.5
California,CA,1977,5,16217000,63.6,58.2,8.5
Colorado,CO,1977,5,1915000,67.3,62.9,6.6
Connecticut,CT,1977,5,2283000,64.8,60.2,7.2
Delaware,DE,1977,5,428000,63.9,58.3,8.7
D.C.,DC,1977,5,513000,64.4,58.4,9.3
Florida,FL,1977,5,6690000,55.2,50.4,8.5
Georgia,GA,1977,5,3636000,63.9,59.4,7
Hawaii,HI,1977,5,607000,68.6,63.3,7.7
Idaho,ID,1977,5,608000,64.8,61,5.9
Illinois,IL,1977,5,8270000,63.7,59.8,6.1
Indiana,IN,1977,5,3861000,64.2,60.5,5.7
Iowa,IA,1977,5,2107000,65.4,62.8,3.9
Kansas,KS,1977,5,1671000,66,63.4,4
Kentucky,KY,1977,5,2533000,60.5,57.6,4.8
Louisiana,LA,1977,5,2768000,57.3,53.5,6.8
Maine,ME,1977,5,788000,61.1,55.9,8.6
Maryland,MD,1977,5,3024000,64.8,60.8,6.2
Massachusetts,MA,1977,5,4249000,65,59.7,8
Michigan,MI,1977,5,6532000,62.6,57.4,8.3
Minnesota,MN,1977,5,2856000,67,63.3,5.5
Mississippi,MS,1977,5,1687000,58.8,54.5,7.4
Missouri,MO,1977,5,3529000,62.6,58.8,6.1
Montana,MT,1977,5,549000,63.1,59.2,6.2
Nebraska,NE,1977,5,1113000,66.4,64.2,3.3
Nevada,NV,1977,5,488000,71.4,66.2,7.2
New Hampshire,NH,1977,5,623000,66.8,62.9,5.8
New Jersey,NJ,1977,5,5429000,62.3,56.3,9.7
New Mexico,NM,1977,5,835000,61.2,56.3,8
New York,NY,1977,5,13243000,58.3,52.9,9.3
North Carolina,NC,1977,5,4017000,66.5,62.5,6
North Dakota,ND,1977,5,453000,63.2,60.3,4.6
Ohio,OH,1977,5,7802000,61.7,57.7,6.6
Oklahoma,OK,1977,5,2060000,59.7,56.6,5.3
Oregon,OR,1977,5,1793000,64.1,59.1,7.9
Pennsylvania,PA,1977,5,8872000,58.5,54,7.7
Rhode Island,RI,1977,5,705000,63.1,57.9,8.2
South Carolina,SC,1977,5,2054000,64.5,59.9,7
South Dakota,SD,1977,5,486000,65.2,63,3.4
Tennessee,TN,1977,5,3180000,60.9,57,6.4
Texas,TX,1977,5,9207000,64.2,60.8,5.3
Utah,UT,1977,5,862000,63.2,59.8,5.3
Vermont,VT,1977,5,351000,64.4,59.8,7.2
Virginia,VA,1977,5,3656000,65.5,61.9,5.5
Washington,WA,1977,5,2706000,62.2,56.6,8.9
West Virginia,WV,1977,5,1392000,50.9,47.4,6.9
Wisconsin,WI,1977,5,3314000,65.9,62.5,5.1
Wyoming,WY,1977,5,287000,67.2,64.8,3.5
Alabama,AL,1977,6,2686000,58.6,54.1,7.6
Alaska,AK,1977,6,248000,69.4,62.5,9.9
Arizona,AZ,1977,6,1723000,60.5,55.5,8.3
Arkansas,AR,1977,6,1581000,58.7,55,6.4
California,CA,1977,6,16254000,63.7,58.4,8.3
Colorado,CO,1977,6,1920000,67.2,62.9,6.4
Connecticut,CT,1977,6,2285000,64.9,60.4,7
Delaware,DE,1977,6,428000,63.9,58.5,8.4
D.C.,DC,1977,6,512000,64.4,58.4,9.4
Florida,FL,1977,6,6707000,55.3,50.7,8.3
Georgia,GA,1977,6,3643000,63.8,59.5,6.8
Hawaii,HI,1977,6,609000,68.4,63.2,7.5
Idaho,ID,1977,6,610000,65,61.1,5.9
Illinois,IL,1977,6,8278000,63.8,59.9,6.2
Indiana,IN,1977,6,3865000,64.3,60.6,5.7
Iowa,IA,1977,6,2109000,65.5,62.9,3.9
Kansas,KS,1977,6,1673000,66.1,63.4,4
Kentucky,KY,1977,6,2537000,60.5,57.6,4.8
Louisiana,LA,1977,6,2773000,57.6,53.7,6.8
Maine,ME,1977,6,790000,60.9,55.8,8.4
Maryland,MD,1977,6,3029000,64.8,60.9,6.1
Massachusetts,MA,1977,6,4252000,65,59.9,7.9
Michigan,MI,1977,6,6539000,62.7,57.6,8.2
Minnesota,MN,1977,6,2860000,67,63.4,5.4
Mississippi,MS,1977,6,1689000,58.9,54.5,7.5
Missouri,MO,1977,6,3533000,62.9,59,6.1
Montana,MT,1977,6,550000,63.3,59.4,6.3
Nebraska,NE,1977,6,1114000,66.5,64.2,3.4
Nevada,NV,1977,6,491000,71.2,66.3,6.9
New Hampshire,NH,1977,6,625000,66.8,63.1,5.5
New Jersey,NJ,1977,6,5434000,62.3,56.4,9.4
New Mexico,NM,1977,6,838000,61.3,56.5,7.8
New York,NY,1977,6,13245000,58.3,53,9.1
North Carolina,NC,1977,6,4024000,66.8,62.8,6
North Dakota,ND,1977,6,453000,63.3,60.4,4.6
Ohio,OH,1977,6,7809000,61.8,57.8,6.4
Oklahoma,OK,1977,6,2063000,59.8,56.7,5.2
Oregon,OR,1977,6,1798000,64.2,59.4,7.5
Pennsylvania,PA,1977,6,8878000,58.5,54.1,7.7
Rhode Island,RI,1977,6,706000,63.1,58,8.1
South Carolina,SC,1977,6,2059000,64.4,60,6.9
South Dakota,SD,1977,6,487000,65.2,63,3.3
Tennessee,TN,1977,6,3187000,60.9,57.1,6.2
Texas,TX,1977,6,9231000,64.2,60.9,5.2
Utah,UT,1977,6,865000,63,59.7,5.3
Vermont,VT,1977,6,351000,64.7,60.2,7
Virginia,VA,1977,6,3664000,65.5,62,5.4
Washington,WA,1977,6,2713000,62.2,56.7,8.7
West Virginia,WV,1977,6,1395000,50.9,47.4,6.9
Wisconsin,WI,1977,6,3318000,65.9,62.5,5
Wyoming,WY,1977,6,288000,67.4,65.2,3.4
Alabama,AL,1977,7,2691000,58.6,54.2,7.4
Alaska,AK,1977,7,248000,69.5,62.6,10
Arizona,AZ,1977,7,1729000,60.6,55.6,8.2
Arkansas,AR,1977,7,1584000,58.8,55.1,6.4
California,CA,1977,7,16292000,63.8,58.6,8.2
Colorado,CO,1977,7,1926000,67.1,62.9,6.3
Connecticut,CT,1977,7,2287000,64.9,60.5,6.8
Delaware,DE,1977,7,429000,63.8,58.5,8.2
D.C.,DC,1977,7,512000,64.3,58.3,9.3
Florida,FL,1977,7,6725000,55.4,50.9,8.1
Georgia,GA,1977,7,3651000,63.8,59.5,6.6
Hawaii,HI,1977,7,610000,68.3,63.2,7.5
Idaho,ID,1977,7,612000,65.2,61.4,5.9
Illinois,IL,1977,7,8287000,63.9,59.9,6.3
Indiana,IN,1977,7,3870000,64.4,60.7,5.8
Iowa,IA,1977,7,2111000,65.6,63,3.9
Kansas,KS,1977,7,1675000,66.1,63.5,3.9
Kentucky,KY,1977,7,2541000,60.4,57.6,4.7
Louisiana,LA,1977,7,2779000,57.8,53.8,6.8
Maine,ME,1977,7,791000,60.7,55.7,8.2
Maryland,MD,1977,7,3033000,64.9,61,6
Massachusetts,MA,1977,7,4256000,65,60,7.8
Michigan,MI,1977,7,6547000,62.8,57.7,8.2
Minnesota,MN,1977,7,2864000,67,63.5,5.3
Mississippi,MS,1977,7,1692000,58.9,54.5,7.5
Missouri,MO,1977,7,3537000,63,59.2,6.1
Montana,MT,1977,7,551000,63.6,59.5,6.3
Nebraska,NE,1977,7,1115000,66.6,64.3,3.5
Nevada,NV,1977,7,493000,71.1,66.5,6.5
New Hampshire,NH,1977,7,627000,66.8,63.3,5.3
New Jersey,NJ,1977,7,5438000,62.2,56.5,9.1
New Mexico,NM,1977,7,840000,61.4,56.7,7.5
New York,NY,1977,7,13246000,58.4,53.2,9
North Carolina,NC,1977,7,4032000,67,63,6
North Dakota,ND,1977,7,454000,63.3,60.4,4.6
Ohio,OH,1977,7,7816000,61.8,58,6.2
Oklahoma,OK,1977,7,2067000,59.9,56.9,5
Oregon,OR,1977,7,1803000,64.3,59.7,7.1
Pennsylvania,PA,1977,7,8884000,58.6,54.1,7.6
Rhode Island,RI,1977,7,707000,63.2,58.1,8
South Carolina,SC,1977,7,2063000,64.4,60,6.7
South Dakota,SD,1977,7,487000,65.3,63.2,3.2
Tennessee,TN,1977,7,3193000,60.8,57.1,6.1
Texas,TX,1977,7,9254000,64.3,60.9,5.2
Utah,UT,1977,7,867000,62.9,59.7,5.2
Vermont,VT,1977,7,352000,64.9,60.5,6.8
Virginia,VA,1977,7,3671000,65.5,62,5.3
Washington,WA,1977,7,2720000,62.2,56.9,8.5
West Virginia,WV,1977,7,1397000,50.9,47.4,6.8
Wisconsin,WI,1977,7,3323000,65.8,62.6,5
Wyoming,WY,1977,7,289000,67.7,65.5,3.3
Alabama,AL,1977,8,2696000,58.5,54.3,7.1
Alaska,AK,1977,8,249000,69.5,62.5,10
Arizona,AZ,1977,8,1736000,60.6,55.7,8.1
Arkansas,AR,1977,8,1587000,59,55.2,6.4
California,CA,1977,8,16333000,64,58.8,8.1
Colorado,CO,1977,8,1932000,67,62.9,6.2
Connecticut,CT,1977,8,2289000,65,60.7,6.7
Delaware,DE,1977,8,430000,63.6,58.5,8
