"","state.name","date","pollster","grade","samplesize","population","clinton","trump","poll_id","question_id","state"
"292","New Hampshire","10/27/16","Praecones Analytica","",408,"lv",42.9,44.6,47793,74814,"NH"
"293","Georgia","10/17/16","The Times-Picayune/Lucid","",807,"lv",44,40,47251,73945,"GA"
"294","Maine CD-1","10/25/16","Maine People's Resource Center","C",429,"lv",44.9,33.4,47998,75063,"ME"
"295","Ohio","11/4/16","Google Consumer Surveys","B",1070,"lv",35.03,38.18,48828,76417,"OH"
"296","Maine CD-1","10/22/16","University of New Hampshire","B+",329,"lv",54,34,47773,74796,"ME"
"297","Pennsylvania","10/23/16","Muhlenberg College","A",420,"lv",45,39,47708,74688,"PA"
"298","New Jersey","11/4/16","Google Consumer Surveys","B",1012,"lv",39.37,32.57,48824,76413,"NJ"
"299","Texas","11/3/16","Ipsos","A-",646,"lv",39.3,48.75,48702,76283,"TX"
"300","South Dakota","10/25/16","Nielson Brothers Polling","C-",600,"lv",35,49,47873,74921,"SD"
"301","Pennsylvania","10/27/16","YouGov","B",1091,"lv",48,40,47777,74787,"PA"
"302","Nebraska CD-2","10/23/16","North Star Opinion Research/Ayres, McHenry & Associates","B-",400,"rv",40,44,47788,74808,"NE"
"303","Wisconsin","11/4/16","Google Consumer Surveys","B",914,"lv",43.17,31.05,48842,76431,"WI"
"304","Georgia","11/3/16","Landmark Communications","B",1000,"lv",46,48,48322,75693,"GA"
"305","Louisiana","10/20/16","Southern Media & Opinion Research","B-",500,"lv",35,50,47531,74329,"LA"
"306","Alaska","10/23/16","Craciun Research","",400,"lv",47,43,47761,74749,"AK"
"307","Kansas","11/2/16","Fort Hays State University","C-",313,"lv",34,58,48337,75721,"KS"
"308","California","10/14/16","SurveyUSA","A",725,"lv",56,30,46947,73434,"CA"
"309","Ohio","10/18/16","Suffolk University","B+",500,"lv",45,45,47094,73713,"OH"
"310","Michigan","11/4/16","Google Consumer Surveys","B",821,"lv",35.18,34.05,48815,76404,"MI"
"311","New Jersey","11/3/16","Ipsos","A-",551,"lv",47.78,37.86,48697,76278,"NJ"
"312","North Carolina","11/4/16","Google Consumer Surveys","B",794,"lv",35.03,40.65,48820,76409,"NC"
"313","Indiana","11/4/16","Google Consumer Surveys","B",774,"lv",33.93,36.45,48808,76397,"IN"
"314","Ohio","11/3/16","Ipsos","A-",552,"lv",47.04,46,48700,76281,"OH"
"315","New York","11/3/16","Ipsos","A-",552,"lv",51.49,33,48698,76279,"NY"
"316","Virginia","11/4/16","Google Consumer Surveys","B",765,"lv",39.32,31.71,48839,76428,"VA"
"317","Colorado","10/20/16","University of Colorado","",1004,"a",44,34,48106,75320,"CO"
"318","Florida","10/22/16","Florida Atlantic University","C+",500,"lv",46.2,43.3,47524,74316,"FL"
"319","North Carolina","10/15/16","SurveyUSA","A",651,"lv",46,44,47057,73630,"NC"
"320","Virginia","11/3/16","Ipsos","A-",534,"lv",45.9,41.11,48703,76284,"VA"
"321","Maine CD-2","10/25/16","Maine People's Resource Center","C",382,"lv",38,41.4,47999,75066,"ME"
"322","Massachusetts","10/14/16","MassINC Polling Group","A-",502,"lv",54,28,47008,73497,"MA"
"323","Wisconsin","10/16/16","Monmouth University","A+",403,"lv",47,40,47076,73664,"WI"
"324","Missouri","11/4/16","Google Consumer Surveys","B",717,"lv",37.3,35.44,48817,76406,"MO"
"325","Michigan","10/23/16","EPIC-MRA","A-",600,"lv",41,34,47548,74381,"MI"
"326","Minnesota","11/4/16","Google Consumer Surveys","B",695,"lv",35.35,31.38,48816,76405,"MN"
"327","Pennsylvania","10/8/16","The Times-Picayune/Lucid","",1457,"lv",47,38,47173,73823,"PA"
"328","Louisiana","10/18/16","The Times-Picayune/Lucid","",614,"lv",40,43,48124,75389,"LA"
"329","Arizona","11/4/16","Google Consumer Surveys","B",696,"lv",40.95,35.97,48796,76385,"AZ"
"330","Washington","11/4/16","Google Consumer Surveys","B",682,"lv",42.67,30.43,48841,76430,"WA"
"331","Nevada","10/15/16","Monmouth University","A+",413,"lv",47,40,47032,73546,"NV"
"332","Pennsylvania","11/3/16","Ipsos","A-",498,"lv",48.2,45.19,48701,76282,"PA"
"333","Colorado","11/4/16","Google Consumer Surveys","B",666,"lv",47.11,29.95,48798,76387,"CO"
"334","Michigan","10/17/16","Marketing Resource Group (MRG)","C+",600,"lv",41,36,47184,73861,"MI"
"335","Illinois","11/3/16","Ipsos","A-",482,"lv",51.3,39.08,48693,76274,"IL"
"336","Arkansas","10/21/16","Hendrix College","C+",463,"lv",32.5,56,47322,74041,"AR"
"337","North Carolina","9/30/16","Selzer & Company","A+",805,"lv",44,43,46385,72518,"NC"
"338","South Dakota","10/19/16","Mason-Dixon Polling & Research, Inc.","B+",400,"lv",37,44,47343,74083,"SD"
"339","Georgia","11/4/16","Google Consumer Surveys","B",614,"lv",37.71,41.45,48803,76392,"GA"
"340","Minnesota","10/30/16","Ipsos","A-",647,"lv",43.9,36,48708,76289,"MN"
"341","Pennsylvania","10/4/16","Marist College","A",709,"lv",49,37,46567,72837,"PA"
"342","Ohio","10/8/16","The Times-Picayune/Lucid","",1304,"lv",44,39,47172,73822,"OH"
"343","New York","10/15/16","Siena College","A",611,"lv",54,30,47059,73634,"NY"
"344","Wisconsin","10/6/16","YouGov","B",993,"lv",43,39,46569,72848,"WI"
"345","Washington","10/9/16","YouGov","B",750,"lv",53,39,47628,74543,"WA"
"346","Ohio","10/10/16","Baldwin Wallace University","",1152,"lv",43.2,34.4,46752,73112,"OH"
"347","Massachusetts","11/4/16","Google Consumer Surveys","B",562,"lv",47.84,25.89,48812,76401,"MA"
"348","Wisconsin","10/30/16","Ipsos","A-",625,"lv",45.92,39.99,48717,76298,"WI"
"349","Indiana","10/8/16","The Times-Picayune/Lucid","",1123,"lv",37,43,47171,73821,"IN"
"350","Arizona","10/30/16","Ipsos","A-",593,"lv",42.38,47.1,48778,76363,"AZ"
"351","Georgia","11/3/16","Ipsos","A-",416,"lv",42.38,47.79,48692,76273,"GA"
"352","Virginia","10/28/16","Hampton University","B",802,"lv",41,44,48097,75284,"VA"
"353","Louisiana","10/18/16","University of New Orleans","C",603,"lv",35,49,47768,74756,"LA"
"354","Maryland","11/4/16","Google Consumer Surveys","B",498,"lv",44.82,31.28,48813,76402,"MD"
"355","Washington","10/30/16","Ipsos","A-",562,"lv",46.72,38.48,48715,76296,"WA"
"356","Oregon","11/4/16","Google Consumer Surveys","B",502,"lv",44.95,26.36,48830,76419,"OR"
"357","Tennessee","11/4/16","Google Consumer Surveys","B",494,"lv",34.21,44.33,48835,76424,"TN"
"358","Tennessee","10/30/16","Ipsos","A-",538,"lv",36.33,49.76,48714,76295,"TN"
"359","Alabama","11/4/16","Google Consumer Surveys","B",485,"lv",20.23,60.67,48794,76383,"AL"
"360","Colorado","10/30/16","Ipsos","A-",536,"lv",47.71,42.33,48704,76285,"CO"
"361","Kentucky","11/4/16","Google Consumer Surveys","B",472,"lv",31.9,43.89,48810,76399,"KY"
"362","Kansas","10/13/16","SurveyUSA","A",581,"lv",36,47,47063,73643,"KS"
"363","Nevada","10/11/16","Public Opinion Strategies","B",600,"lv",45,39,46785,73161,"NV"
"364","Wyoming","11/4/16","SurveyMonkey","C-",213,"lv",21,60,48910,76600,"WY"
"365","North Carolina","11/3/16","Ipsos","A-",371,"lv",46,46.9,48699,76280,"NC"
"366","Wisconsin","10/19/16","McLaughlin & Associates","C-",600,"lv",48,43,47463,74249,"WI"
"367","Massachusetts","11/3/16","Ipsos","A-",365,"lv",53.14,35.79,48695,76276,"MA"
"368","Iowa","11/4/16","Google Consumer Surveys","B",442,"lv",35.57,33.72,48805,76394,"IA"
"369","Ohio","10/5/16","Public Policy Polling","B+",782,"lv",44,43,46540,72768,"OH"
"370","Missouri","10/29/16","Emerson College","B",650,"lv",37,52,48081,75217,"MO"
"371","Virginia","10/13/16","Tarrance Group","B",500,"lv",47,38,47068,73658,"VA"
"372","South Carolina","11/4/16","Google Consumer Surveys","B",440,"lv",31.91,45.52,48833,76422,"SC"
"373","Arizona","10/12/16","Arizona State University","C+",713,"lv",43.4,37.8,47061,73637,"AZ"
"374","Maryland","10/30/16","Ipsos","A-",472,"lv",55.69,33.6,48707,76288,"MD"
"375","West Virginia","10/14/16","Global Strategy Group","C+",601,"lv",31,58,47181,73857,"WV"
"376","North Carolina","10/11/16","Marist College","A",743,"lv",45,41,46788,73166,"NC"
"377","Connecticut","11/4/16","Google Consumer Surveys","B",416,"lv",38.62,29.29,48799,76388,"CT"
"378","Iowa","10/8/16","The Times-Picayune/Lucid","",917,"lv",41,37,47170,73820,"IA"
"379","Oregon","10/30/16","Ipsos","A-",465,"lv",46.72,37.04,48712,76293,"OR"
"380","Oregon","10/9/16","Riley Research Associates","B+",608,"lv",46,36,47071,73657,"OR"
"381","Indiana","10/13/16","Ball State University","",544,"lv",37,43,47070,73729,"IN"
"382","Alaska","10/12/16","Lake Research Partners","B+",500,"lv",36,37,46872,73329,"AK"
"383","Michigan","11/3/16","Ipsos","A-",342,"lv",45.95,44.53,48696,76277,"MI"
"384","Illinois","10/13/16","Illinois Public Opinion Strategies","",644,"lv",50,31.5,47098,73731,"IL"
"385","Wyoming","10/8/16","University of Wyoming","",722,"lv",20,58,47345,74086,"WY"
"386","Louisiana","10/13/16","JMC Enterprises","C",800,"rv",38,45,46878,73338,"LA"
"387","Florida","10/17/16","Cherry Communications","C",507,"lv",46,42,47177,73852,"FL"
"388","Nebraska CD-2","9/25/16","Emerson College","B",700,"lv",40,49,46231,72290,"NE"
"389","Kansas","11/4/16","Google Consumer Surveys","B",355,"lv",41.28,31,48809,76398,"KS"
"390","Indiana","11/3/16","Ipsos","A-",303,"lv",37.79,53.68,48694,76275,"IN"
"391","Michigan","10/10/16","Glengariff Group, Inc.","B",600,"lv",42.2,30.6,46773,73141,"MI"
"392","Vermont","10/6/16","Castleton University","B+",579,"lv",45,17,47069,73654,"VT"
"393","Missouri","10/30/16","Ipsos","A-",401,"lv",39.73,48.01,48710,76291,"MO"
"394","Kentucky","10/30/16","Ipsos","A-",391,"lv",37.64,58.29,48706,76287,"KY"
"395","Florida","10/21/16","YouGov","B",1042,"lv",46,43,47236,73919,"FL"
"396","Ohio","10/26/16","Emerson College","B",800,"lv",45,45,47757,74740,"OH"
"397","Maryland","9/28/16","ABC News/Washington Post","A+",706,"lv",63,27,46527,72742,"MD"
"398","Indiana","10/12/16","Monmouth University","A+",402,"lv",41,45,46804,73206,"IN"
"399","Nevada","10/26/16","Emerson College","B",550,"lv",44,42,47760,74743,"NV"
"400","Pennsylvania","10/13/16","Quinnipiac University","A-",660,"lv",47,41,46944,73426,"PA"
"401","Illinois","9/29/16","Southern Illinois University","",865,"lv",53.2,28.4,46447,72599,"IL"
"402","Louisiana","11/4/16","Google Consumer Surveys","B",320,"lv",21.92,53.7,48811,76400,"LA"
"403","North Carolina","10/11/16","Suffolk University","B+",500,"lv",44.8,43.4,46781,73156,"NC"
"404","Florida","10/31/16","Gravis Marketing","B-",1195,"rv",49,46,48261,75567,"FL"
"405","Georgia","10/16/16","Clout Research/Wenzel Strategies","C-",627,"lv",43.1,45.8,47074,73662,"GA"
"406","Connecticut","10/30/16","Ipsos","A-",351,"lv",49.76,39.7,48705,76286,"CT"
"407","North Carolina","10/21/16","Public Policy Polling","B+",875,"lv",47,44,47248,73936,"NC"
"408","Pennsylvania","11/1/16","Gravis Marketing","B-",1016,"rv",47,45,48364,75829,"PA"
"409","Arizona","11/1/16","Data Orbital","",550,"lv",39,47,48342,75730,"AZ"
"410","Utah","10/11/16","Monmouth University","A+",403,"lv",28,34,46782,73157,"UT"
"411","Ohio","10/2/16","University of Akron","",1004,"lv",41,38,47084,73692,"OH"
"412","Ohio","10/13/16","Quinnipiac University","A-",624,"lv",45,45,46943,73425,"OH"
"413","Wisconsin","10/18/16","Public Policy Polling","B+",804,"lv",50,38,47087,73699,"WI"
"414","Mississippi","11/4/16","Google Consumer Surveys","B",291,"lv",25.02,52.3,48818,76407,"MS"
"415","Alabama","10/30/16","Ipsos","A-",328,"lv",38.06,54.15,48688,76268,"AL"
"416","Tennessee","10/15/16","icitizen","",508,"rv",34,44,47093,73711,"TN"
"417","Colorado","11/1/16","Gravis Marketing","B-",1125,"rv",40,40,48366,75833,"CO"
"418","Pennsylvania","10/18/16","Emerson College","B",800,"lv",45,41,47080,73676,"PA"
"419","Louisiana","10/27/16","Ipsos","A-",461,"lv",36.12,51.56,48785,76370,"LA"
"420","Florida","10/12/16","Public Policy Polling","B+",985,"lv",46,42,46814,73256,"FL"
"421","Nevada","10/12/16","CNN/Opinion Research Corp.","A-",698,"lv",46,44,46884,73350,"NV"
"422","Texas","10/20/16","YouGov","B",5874,"lv",36.8,44.7,48762,76343,"TX"
"423","Nevada","10/10/16","Public Policy Polling","B+",986,"lv",47,43,46771,73138,"NV"
"424","Pennsylvania","10/31/16","Gravis Marketing","B-",2606,"rv",47,46,48260,75565,"PA"
"425","Nebraska","11/4/16","Google Consumer Surveys","B",266,"lv",30.33,41.35,48822,76411,"NE"
"426","California","10/20/16","YouGov","B",8746,"lv",51.8,30.4,48723,76304,"CA"
"427","Oklahoma","10/27/16","Ipsos","A-",432,"lv",29.85,60.78,48790,76376,"OK"
"428","Indiana","10/23/16","Gravis Marketing","B-",596,"rv",38,49,47342,74082,"IN"
"429","Missouri","10/10/16","Monmouth University","A+",406,"lv",41,46,46761,73118,"MO"
"430","New Mexico","11/4/16","Google Consumer Surveys","B",261,"lv",42.52,29.93,48825,76414,"NM"
"431","Nevada","11/4/16","Google Consumer Surveys","B",259,"lv",36.02,37.99,48826,76415,"NV"
"432","California","10/10/16","Sacramento State","",622,"lv",61,25,47782,74798,"CA"
"433","Iowa","10/27/16","Ipsos","A-",416,"lv",44.07,43.87,48783,76368,"IA"
"434","Illinois","10/20/16","YouGov","B",3448,"lv",48.3,33.1,48732,76313,"IL"
"435","New York","10/20/16","YouGov","B",4663,"lv",52.7,31.4,48751,76332,"NY"
"436","Arizona","10/14/16","HighGround","",400,"lv",38.5,36.5,46946,73432,"AZ"
"437","Oklahoma","11/4/16","Google Consumer Surveys","B",248,"lv",26.74,43.34,48829,76418,"OK"
"438","Pennsylvania","10/20/16","YouGov","B",3704,"lv",42.7,41.2,48757,76338,"PA"
"439","Florida","10/20/16","YouGov","B",5371,"lv",44,42.9,48728,76309,"FL"
"440","Ohio","10/20/16","YouGov","B",3455,"lv",43.2,41.5,48754,76335,"OH"
"441","Virginia","10/20/16","YouGov","B",2460,"lv",46.1,37,48765,76346,"VA"
"442","New Jersey","10/20/16","YouGov","B",2377,"lv",47.7,35.7,48749,76330,"NJ"
"443","Texas","10/18/16","YouGov","B",959,"lv",42,45,47544,74373,"TX"
"444","North Carolina","10/20/16","YouGov","B",2916,"lv",43.5,41.3,48752,76333,"NC"
"445","Massachusetts","10/20/16","YouGov","B",1963,"lv",51.3,28.6,48740,76321,"MA"
"446","Michigan","9/30/16","Michigan State University","",746,"lv",47,28,48083,75224,"MI"
"447","Michigan","10/20/16","YouGov","B",3014,"lv",42,36,48741,76322,"MI"
"448","Nevada","9/29/16","Garin-Hart-Yang Research Group","B+",700,"lv",44,41,46441,72597,"NV"
"449","Kansas","10/27/16","Ipsos","A-",361,"lv",38.22,54.45,48784,76369,"KS"
"450","Indiana","10/20/16","YouGov","B",1742,"lv",36.6,43.8,48733,76314,"IN"
"451","Minnesota","10/20/16","YouGov","B",1736,"lv",42.3,35.9,48742,76323,"MN"
"452","Tennessee","10/20/16","YouGov","B",1729,"lv",33.9,48.3,48761,76342,"TN"
"453","Georgia","10/20/16","YouGov","B",2663,"lv",40.5,45.4,48729,76310,"GA"
"454","Maryland","10/20/16","YouGov","B",1652,"lv",55,29.2,48739,76320,"MD"
"455","Washington","10/20/16","YouGov","B",1985,"lv",47.4,31.7,48766,76347,"WA"
"456","New Jersey","10/14/16","Fairleigh Dickinson University (PublicMind)","A",293,"lv",49,35,47010,73504,"NJ"
"457","Tennessee","9/25/16","Vanderbilt University","B+",1000,"rv",33,44,46537,72763,"TN"
"458","Missouri","10/20/16","YouGov","B",1814,"lv",35.8,43.3,48744,76325,"MO"
"459","Wisconsin","10/20/16","YouGov","B",1794,"lv",42.2,37.7,48768,76349,"WI"
"460","North Carolina","10/25/16","Gravis Marketing","B-",1273,"rv",49,47,47766,74754,"NC"
"461","South Carolina","10/30/16","Ipsos","A-",251,"lv",43.61,49.43,48713,76294,"SC"
"462","Utah","10/13/16","YouGov","B",951,"lv",20,37,46866,73319,"UT"
"463","Alabama","10/20/16","YouGov","B",1388,"lv",31.6,52.6,48719,76300,"AL"
"464","Louisiana","10/20/16","YouGov","B",1355,"lv",35.9,47.3,48737,76318,"LA"
"465","Florida","9/28/16","Mason-Dixon Polling & Research, Inc.","B+",820,"lv",46,42,46303,72386,"FL"
"466","Arizona","10/20/16","YouGov","B",1567,"lv",37.8,46.3,48721,76302,"AZ"
"467","Colorado","10/20/16","YouGov","B",1556,"lv",42.1,36.9,48724,76305,"CO"
"468","Virginia","9/22/16","YouGov","B",1237,"lv",45,37,46029,71985,"VA"
"469","Arkansas","10/27/16","Ipsos","A-",331,"lv",38.14,53.35,48779,76364,"AR"
"470","Virginia","10/26/16","Roanoke College","C+",766,"lv",50,32,48358,75795,"VA"
"471","Nevada","10/27/16","Ipsos","A-",339,"lv",45.39,42.15,48788,76373,"NV"
"472","Arkansas","11/4/16","Google Consumer Surveys","B",207,"lv",30.81,46.85,48795,76384,"AR"
"473","New Mexico","9/30/16","SurveyUSA","A",594,"lv",46,33,46516,72724,"NM"
"474","Kentucky","10/20/16","YouGov","B",1229,"lv",32.2,52.2,48736,76317,"KY"
"475","South Carolina","10/20/16","YouGov","B",1298,"lv",35.6,46.6,48759,76340,"SC"
"476","Maine","10/30/16","Ipsos","A-",245,"lv",42.33,35.08,48786,76371,"ME"
"477","Florida","10/4/16","Marist College","A",700,"lv",45,42,46568,72840,"FL"
"478","Rhode Island","10/3/16","Emerson College","B",600,"lv",52,32,46525,72736,"RI"
"479","Idaho","11/4/16","Google Consumer Surveys","B",196,"lv",30.38,34.5,48806,76395,"ID"
"480","Montana","11/4/16","Google Consumer Surveys","B",193,"lv",34.62,34.96,48819,76408,"MT"
"481","Oregon","10/20/16","YouGov","B",1112,"lv",43.8,36,48756,76337,"OR"
"482","Iowa","10/20/16","YouGov","B",972,"lv",40.4,37.3,48734,76315,"IA"
"483","Connecticut","10/20/16","YouGov","B",955,"lv",46.6,35.8,48725,76306,"CT"
"484","Michigan","10/29/16","Strategic National","",500,"lv",45,44,48085,75227,"MI"
"485","Oklahoma","10/20/16","YouGov","B",949,"lv",26.8,53.4,48755,76336,"OK"
"486","Alaska","10/5/16","Moore Information","B",500,"lv",34,37,46556,72820,"AK"
"487","Iowa","10/4/16","Selzer & Company","A+",642,"lv",39,43,46562,72830,"IA"
"488","North Carolina","10/3/16","High Point University","B+",479,"lv",43,42,46631,72923,"NC"
"489","Mississippi","10/20/16","YouGov","B",861,"lv",39.5,45.5,48743,76324,"MS"
"490","Louisiana","9/28/16","Market Research Insight","B+",600,"lv",35,52,46945,73431,"LA"
"491","New Hampshire","10/11/16","MassINC Polling Group","A-",501,"lv",41,38,46797,73190,"NH"
"492","Kansas","10/20/16","YouGov","B",776,"lv",31.6,47.5,48735,76316,"KS"
"493","Nebraska","10/30/16","Ipsos","A-",216,"lv",31.62,53.27,48711,76292,"NE"
"494","Illinois","10/4/16","Global Strategy Group","C+",600,"lv",50,33,46546,72779,"IL"
"495","Arkansas","10/20/16","YouGov","B",736,"lv",30.5,48,48722,76303,"AR"
"496","Ohio","10/2/16","Monmouth University","A+",405,"lv",44,42,46514,72721,"OH"
"497","Delaware","11/2/16","SurveyMonkey","C-",383,"lv",49,39,48535,76079,"DE"
"498","North Carolina","10/23/16","Quinnipiac University","A-",702,"lv",47,43,47619,74523,"NC"
"499","Colorado","9/22/16","CNN/Opinion Research Corp.","A-",784,"lv",41,42,46038,72001,"CO"
"500","Missouri","9/22/16","YouGov","B",1087,"lv",37,46,46028,71984,"MO"
"501","Idaho","10/30/16","Ipsos","A-",205,"lv",30.06,53.26,48782,76367,"ID"
"502","Idaho","10/3/16","Dan Jones & Associates","C+",608,"lv",30,40,47056,73629,"ID"
"503","Virginia","10/24/16","Christopher Newport University","B-",814,"lv",46,39,47634,74552,"VA"
"504","Hawaii","11/2/16","SurveyMonkey","C-",426,"lv",52,29,48538,76082,"HI"
"505","District of Columbia","11/2/16","SurveyMonkey","C-",315,"lv",88,7,48534,76078,"DC"
"506","Vermont","11/2/16","SurveyMonkey","C-",447,"lv",60,27,48574,76118,"VT"
"507","Nevada","10/20/16","YouGov","B",656,"lv",42.5,40.9,48747,76328,"NV"
"508","New Hampshire","10/30/16","Ipsos","A-",196,"lv",44.42,41.81,48658,76374,"NH"
"509","New York","9/22/16","Marist College","A",676,"lv",52,31,46157,72159,"NY"
"510","Rhode Island","11/2/16","SurveyMonkey","C-",396,"lv",49,36,48568,76112,"RI"
"511","South Dakota","11/2/16","SurveyMonkey","C-",435,"lv",31,53,48570,76114,"SD"
"512","Mississippi","10/30/16","Ipsos","A-",184,"lv",35.93,53.09,48709,76290,"MS"
"513","Delaware","11/4/16","Google Consumer Surveys","B",149,"lv",41.91,30.38,48801,76390,"DE"
"514","West Virginia","11/2/16","SurveyMonkey","C-",443,"lv",27,57,48577,76121,"WV"
"515","New Hampshire","10/24/16","Emerson College","B",600,"lv",46,43,47652,74625,"NH"
"516","Utah","10/23/16","Rasmussen Reports/Pulse Opinion Research","C+",750,"lv",28,32,47525,74319,"UT"
"517","Alaska","11/2/16","SurveyMonkey","C-",382,"lv",31,47,48527,76071,"AK"
"518","West Virginia","10/30/16","Ipsos","A-",180,"lv",34.22,58.04,48716,76297,"WV"
"519","Montana","11/2/16","SurveyMonkey","C-",410,"lv",31,53,48555,76099,"MT"
"520","Oregon","10/9/16","Davis, Hibbitts & Midghall, Inc.","B",600,"lv",43,36,47015,73515,"OR"
"521","Colorado","9/30/16","Monmouth University","A+",400,"lv",49,38,46331,72456,"CO"
"522","Nebraska","10/20/16","YouGov","B",506,"lv",32.3,44.9,48746,76327,"NE"
"523","Nebraska","9/25/16","Emerson College","B",700,"lv",29.3,55.7,46229,72288,"NE"
"524","Maine CD-2","10/2/16","Normington, Petts & Associates","C+",400,"lv",44,40,46517,72726,"ME"
